SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 61.7,0,6,1
 62.9,3,1,2
 59.0,1,4,0
 59.5,6,2,2
 61.5,7,2,2
 60.9,4,1,2
 59.6,4,2,2
 59.6,0,2,0
 58.4,0,5,0
 61.4,4,5,1
 66.5,5,9,2
 57.6,0,2,0
 58.5,0,2,0
 61.6,1,4,1
 58.6,0,2,0
 62.2,5,10,2
 66.5,4,9,2
 61.8,3,3,1
 60.2,5,10,2
 62.1,1,1,0
 61.5,3,9,2
 57.4,0,2,0
 59.0,1,5,0
 60.3,2,7,1
 63.4,3,5,1
 62.1,1,6,1
 60.7,1,5,1
 57.9,0,2,0
 63.4,4,9,2
 61.9,1,6,1
 63.5,3,2,1
 60.0,2,6,2
 62.0,3,2,2
 60.8,6,6,2
 64.0,0,7,1
 57.8,0,3,0
 62.0,4,1,2
 63.2,5,6,2
 56.6,0,3,0
 57.6,1,2,0
 62.7,5,9,2
 60.8,3,6,2
 56.7,2,3,0
 58.3,2,6,1
 57.0,2,2,0
 58.6,0,1,0
 63.2,2,3,1
 67.9,5,1,2
 57.0,0,5,0
 56.9,0,2,0
 63.5,0,6,1
 62.4,3,5,2
 61.0,5,10,2
 64.1,0,3,1
 60.4,2,6,1
 60.4,0,2,0
 65.1,5,10,2
 61.9,3,1,2
 60.1,4,10,2
 58.9,0,3,0
 61.5,5,6,2
 57.0,1,4,0
 60.5,4,6,2
 63.5,1,5,1
 57.5,3,5,2
 56.3,2,4,0
 62.1,0,2,1
 60.0,0,4,0
 59.4,4,4,1
 66.6,4,6,2
 58.3,0,3,0
 59.0,0,2,0
 58.9,0,4,0
 60.8,2,3,1
 61.4,6,1,2
 56.8,1,1,0
 62.8,3,7,1
 58.9,0,3,0
 65.0,4,5,2
 64.7,5,2,2
 60.8,4,7,1
 64.4,4,5,2
 58.9,0,2,0
 62.5,3,2,2
 64.5,2,7,1
 66.0,5,2,2
 62.1,2,3,1
 67.3,4,1,2
 60.8,3,4,1
 58.4,2,1,0
 59.9,0,2,0
 62.7,2,3,1
 66.2,1,8,1
 63.3,3,5,1
 62.3,3,10,2
 58.3,3,3,0
 59.6,3,1,2
 56.8,0,4,0
 58.1,3,1,2
 56.5,0,2,0
 57.9,0,3,0
 59.9,4,5,1
 56.6,0,3,0
 64.1,5,2,2
 65.0,5,1,2
 66.1,5,1,2
 64.4,4,1,2
 56.8,0,2,0
 61.5,4,2,2
 63.6,3,4,1
 62.3,0,8,1
 63.6,2,8,1
 59.7,6,6,2
 61.5,1,1,1
 63.0,3,6,1
 58.8,0,3,0
 61.9,2,5,1
 57.3,0,2,0
 62.0,4,5,2
 65.1,4,1,2
 64.9,4,6,1
 56.7,0,2,0
 62.1,3,6,2
 57.5,2,2,0
 59.4,1,5,0
 63.6,4,1,2
 59.2,1,1,1
 58.7,3,4,0
 61.1,2,7,1
 59.0,0,2,0
 62.5,4,4,1
 63.5,4,6,2
 58.9,1,1,0
 60.1,2,3,1
 61.4,5,6,2
 59.4,1,4,0
 60.5,1,6,1
 61.9,3,3,1
 60.7,5,2,2
 62.2,4,9,2
 63.5,2,1,1
 59.7,1,1,0
 65.0,1,7,1
 62.9,2,9,2
 62.3,3,5,1
 62.8,4,6,2
 56.7,0,1,0
 61.4,0,5,1
 59.7,1,4,1
 62.7,4,5,2
 60.7,0,3,0
 59.5,4,1,2
 59.7,3,3,0
 58.7,2,6,1
 57.8,0,2,0
 57.0,1,1,0
 58.8,5,10,2
 60.7,0,2,0
 56.1,0,3,0
 59.9,0,5,0
 61.9,2,4,1
 58.5,0,1,0
 61.3,2,4,1
 63.9,3,9,2
 63.3,3,3,1
 66.9,5,1,2
 59.1,1,6,1
 60.1,1,4,0
 61.8,0,4,1
 65.3,4,6,2
 61.4,2,2,2
 62.1,4,4,1
 66.2,3,10,2
 59.5,2,10,2
 57.5,0,2,0
 63.4,3,10,2
 64.3,5,10,2
 60.4,2,3,0
 63.2,3,5,2
 57.5,0,2,0
 61.3,0,4,0
 62.5,0,2,1
 62.4,4,1,2
 60.0,2,5,1
 62.7,4,6,1
