SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 56.3,0,2,0
 61.7,0,2,1
 67.9,6,1,2
 57.9,1,5,0
 63.3,2,10,2
 62.7,5,6,2
 57.8,5,5,2
 60.5,0,6,1
 65.5,5,9,2
 63.6,1,3,1
 61.8,3,6,1
 59.1,1,6,1
 59.5,3,1,2
 61.5,0,7,1
 61.2,4,3,1
 67.3,1,5,1
 66.3,2,4,1
 60.3,6,1,2
 57.2,0,3,0
 59.5,4,1,2
 58.5,0,3,0
 61.4,2,6,1
 59.8,1,2,1
 63.5,3,7,1
 59.5,4,5,1
 58.9,0,4,0
 63.0,1,7,1
 63.3,1,8,1
 65.0,6,2,2
 57.1,1,4,0
 58.4,0,4,0
 63.7,1,6,1
 60.3,4,10,2
 63.5,6,6,2
 62.9,5,10,2
 61.2,1,2,0
 62.2,2,8,1
 66.3,3,6,2
 59.5,3,3,0
 58.6,0,3,0
 61.9,2,6,1
 60.9,5,10,2
 62.4,6,10,2
 58.2,0,1,0
 59.2,0,1,0
 58.0,0,3,0
 63.6,4,2,1
 58.3,3,2,0
 66.3,5,6,2
 62.4,1,5,1
 56.6,0,1,0
 60.5,3,7,1
 58.4,1,1,0
 61.6,6,1,2
 65.2,4,10,2
 66.4,5,2,2
 63.2,4,10,2
 62.2,4,2,2
 60.9,2,3,1
 60.9,2,3,1
 61.6,4,9,2
 62.8,1,6,1
 63.6,5,6,2
 63.9,6,9,2
 58.5,3,4,1
 59.7,2,2,0
 65.2,1,3,1
 58.6,0,2,0
 59.7,2,5,1
 62.6,1,5,1
 60.4,2,7,1
 63.8,3,1,2
 61.4,2,9,2
 62.2,1,3,1
 65.5,5,2,2
 59.0,1,4,1
 64.4,2,7,1
 64.1,4,5,2
 58.7,3,5,2
 61.7,3,5,2
 60.6,4,1,1
 58.1,3,4,0
 58.5,0,3,0
 61.7,1,7,1
 65.0,3,2,1
 56.3,0,1,0
 62.2,3,9,2
 61.7,4,4,1
 57.1,0,2,0
 65.9,4,1,2
 56.8,0,3,0
 64.1,2,7,1
 60.0,3,10,2
 60.4,3,4,1
 59.9,2,5,1
 67.5,6,9,2
 58.7,0,2,0
 62.4,3,2,2
 58.0,0,3,0
 57.2,2,1,0
 65.7,4,10,2
 57.1,0,2,0
 58.4,1,2,0
 66.9,3,10,2
 66.1,4,5,2
 55.9,0,2,0
 59.4,2,1,0
 63.5,5,6,2
 63.7,2,2,1
 56.9,0,2,0
 63.6,3,7,1
 66.0,6,10,2
 60.4,0,7,1
 61.1,2,1,1
 62.5,3,2,1
 63.0,5,9,2
 57.5,2,4,0
 64.3,2,3,1
 60.6,2,5,2
 60.3,3,5,1
 56.7,0,4,0
 57.7,2,5,0
 57.4,1,5,0
