SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 63.9,4,6,2
 62.2,1,4,1
 66.4,3,5,2
 60.4,4,1,2
 57.6,1,5,0
 63.5,2,2,2
 60.4,4,9,2
 58.2,0,3,0
 60.7,3,6,2
 60.0,3,10,2
 61.1,3,5,1
 55.9,0,3,0
 57.2,2,3,0
 58.6,1,2,0
 63.0,0,7,1
 59.0,0,4,0
 61.1,4,7,1
 60.5,4,2,2
 60.3,1,1,1
 60.5,1,5,1
 58.5,0,4,0
 57.0,0,1,0
 62.7,3,6,1
 65.1,3,1,2
 57.9,0,1,0
 53.5,1,3,0
 59.1,0,3,0
 65.4,1,1,1
 64.3,3,2,2
 64.4,4,1,2
 58.4,0,3,0
 64.4,4,2,2
 64.3,1,5,1
 58.4,1,2,0
 62.6,2,3,1
 62.4,2,5,1
 63.1,4,6,1
 64.4,0,3,1
 54.2,1,2,0
 63.9,4,1,2
 64.6,2,2,1
 62.0,3,1,2
 59.3,2,5,1
 65.7,4,7,1
 63.0,4,10,2
 57.6,0,2,0
 60.5,0,4,0
 61.4,5,1,2
 62.1,1,4,1
 59.6,2,2,0
 56.5,1,3,0
 58.2,3,2,0
 58.4,0,4,0
 58.2,2,3,0
 55.2,0,3,0
 63.0,2,8,1
 61.8,4,6,2
 57.9,1,1,0
 56.1,1,2,0
 64.4,3,10,2
 62.2,5,5,2
 59.2,0,2,0
 66.0,5,1,2
 56.4,0,3,0
 64.0,3,1,1
 60.9,3,5,1
 61.3,4,9,2
 62.0,1,2,1
 57.8,3,4,0
 62.1,5,6,2
 60.1,2,2,1
 65.9,2,6,1
 59.1,0,3,0
 58.6,0,3,0
 58.6,0,5,0
 62.4,3,2,2
 62.2,1,7,1
 58.7,2,5,1
 58.8,0,5,0
 56.1,1,1,0
 59.9,0,3,0
 55.3,1,3,0
 55.0,2,2,0
 60.3,5,1,2
 61.0,4,1,1
 61.8,1,2,1
 65.5,5,1,2
 61.9,5,9,2
 61.5,4,5,1
 62.8,4,7,1
 67.2,3,5,2
 62.4,0,6,1
 62.9,2,3,1
 56.2,0,4,0
 60.3,0,2,0
 62.0,4,5,2
 58.9,2,5,1
 60.1,3,4,1
 59.8,0,2,0
 67.2,0,6,1
 66.8,5,10,2
 57.0,2,3,0
 57.6,2,6,1
 58.1,0,3,0
 64.2,3,2,2
 67.4,2,1,1
 57.2,0,2,0
 60.1,5,6,2
 55.7,1,3,0
 57.7,5,6,2
 62.3,4,2,2
 60.9,5,6,2
 57.3,0,2,0
 58.5,1,4,0
 61.7,3,4,1
 60.1,2,10,2
 64.0,0,5,1
 60.3,2,2,1
 64.0,3,1,2
 59.4,2,7,1
 63.1,3,10,2
