SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 59.9,2,7,1
 61.4,1,1,1
 61.8,3,5,2
 60.9,0,1,0
 57.9,6,2,2
 62.5,0,7,1
 64.4,4,6,2
 57.5,2,5,0
 59.9,0,2,0
 59.2,3,1,1
 63.0,4,2,1
 58.9,1,2,0
 62.4,1,3,1
 56.8,0,3,0
 66.2,2,4,1
 57.1,1,4,0
 56.9,1,2,0
 61.5,0,2,1
 64.6,3,10,2
 63.9,5,6,2
 61.4,5,6,2
 59.1,0,4,0
 65.0,3,9,2
 58.8,0,4,0
 61.0,1,8,1
 59.8,4,5,2
 57.2,1,1,1
 64.8,5,9,2
 62.9,4,5,1
 61.7,3,1,2
 58.7,0,2,0
 65.3,6,9,2
 62.2,2,5,2
 64.2,4,4,1
 65.8,3,1,2
 55.3,0,1,0
 63.3,4,9,2
 58.9,5,10,2
 61.8,6,2,2
 62.1,1,5,1
 60.1,4,1,2
 57.4,0,3,0
 56.1,0,5,0
 62.0,3,4,1
 65.1,3,2,2
 60.1,3,9,2
 59.3,1,3,0
 61.1,1,2,0
 60.2,2,5,1
 60.5,2,4,1
 59.6,4,2,1
 56.0,2,4,0
 67.0,4,2,2
 62.9,1,5,1
 64.6,2,3,1
 61.0,4,5,2
 63.2,1,3,1
 58.8,2,6,1
 63.2,3,1,2
 60.4,3,6,2
 62.7,3,6,1
 64.3,4,9,2
 59.9,3,2,1
 56.4,2,3,0
 55.9,0,1,0
 57.9,1,3,0
 63.8,2,10,2
 63.6,4,6,2
 67.1,4,9,2
 65.7,4,10,2
 62.1,3,6,2
 61.3,4,1,2
 59.7,0,1,0
 60.7,3,1,2
 63.8,7,9,2
 60.9,2,7,1
 63.1,0,2,1
 56.7,1,2,0
 63.0,0,4,1
 58.3,2,4,0
 64.1,2,1,1
 58.5,1,5,0
 58.1,0,1,0
 60.8,1,8,1
 61.1,3,9,2
 59.0,0,4,0
 63.7,2,5,2
 60.5,0,6,1
 59.6,3,7,1
 58.3,4,9,2
 58.9,0,3,0
 61.7,3,3,1
 58.1,0,4,0
 58.8,1,3,0
 66.3,3,9,2
 62.8,4,1,2
 57.8,4,2,2
 59.2,2,1,0
 59.4,0,4,0
 62.8,1,3,1
 58.5,3,1,1
 60.7,5,10,2
 57.8,0,2,0
 59.3,0,2,0
 59.0,0,1,0
 60.1,4,1,2
 61.1,2,2,1
 60.9,5,10,2
 58.0,0,2,0
 64.5,0,2,1
 58.0,1,3,0
 63.4,5,10,2
 59.3,5,5,2
 62.5,4,1,2
 64.4,4,2,2
 58.6,0,1,0
 57.5,0,3,0
 68.5,2,1,2
 60.2,1,7,1
 62.1,5,9,2
 59.8,2,1,0
 58.5,0,3,0
 58.2,0,1,0
 64.5,4,2,2
 59.7,4,3,1
 56.6,1,4,0
 62.9,1,3,1
 60.9,0,3,0
 62.8,5,9,2
 57.0,0,1,0
 61.5,3,9,2
 57.6,0,4,0
 66.4,4,4,1
 61.7,5,10,2
 59.8,1,2,0
 58.7,1,1,1
 60.9,4,5,2
 57.0,0,3,0
 62.3,5,1,2
 61.2,1,6,1
 55.7,0,5,0
 59.3,3,4,1
 63.1,1,7,1
 64.7,0,7,1
 59.3,2,1,1
 64.8,1,5,1
 65.2,3,10,2
 59.3,0,2,0
 60.9,2,6,1
 69.8,2,1,2
 63.5,2,4,1
 64.1,2,5,1
 63.2,2,7,1
 60.5,0,1,0
 55.6,0,5,0
 62.4,6,2,2
 57.9,2,2,0
 58.4,0,1,0
