SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 63.1,4,2,2
 63.5,2,2,1
 58.3,2,1,0
 57.4,0,2,0
 59.1,1,1,1
 55.2,0,3,0
 60.4,2,7,1
 64.8,4,1,2
 55.3,0,5,0
 60.9,4,6,2
 62.7,4,5,2
 59.6,3,5,0
 57.5,0,4,0
 62.5,5,2,2
 63.1,4,9,2
 59.6,2,7,1
 57.7,0,4,0
 57.3,0,1,0
 61.1,3,3,1
 56.4,1,2,0
 55.9,0,3,0
 67.2,5,6,2
 66.5,2,5,1
 56.3,0,2,0
 65.4,3,3,1
 58.1,3,1,1
 59.0,0,2,0
 60.4,4,1,2
 60.5,0,2,0
 61.4,0,2,1
 60.6,3,5,1
 62.9,5,2,2
 63.6,2,2,1
 58.2,0,2,0
 61.6,2,10,2
 59.1,0,2,0
 57.6,2,2,0
 57.9,2,2,0
 59.8,0,1,0
 58.1,3,2,0
 57.4,3,4,1
 56.4,0,4,0
 57.3,0,2,0
 56.2,0,1,0
 57.8,0,3,0
 61.7,4,5,2
 59.8,2,7,1
 58.2,0,4,0
 64.6,4,3,1
 58.1,1,3,0
 63.3,4,1,2
 61.0,5,2,2
 63.0,4,1,1
 62.8,2,5,1
 56.4,0,5,0
 62.0,4,6,2
 59.3,2,3,0
 59.7,0,5,1
 56.4,0,4,0
 59.5,3,7,1
 58.1,3,2,2
 62.8,3,9,2
 63.0,5,10,2
 64.2,4,10,2
 65.2,4,5,2
 59.1,3,5,1
 60.6,5,6,2
 60.9,3,2,1
 56.9,0,2,0
 57.5,0,4,0
 56.8,4,9,2
 60.4,2,4,1
 64.9,3,5,2
 61.1,3,1,2
 58.5,0,4,0
 58.2,0,1,0
 60.1,6,9,2
 63.9,2,2,2
