SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 58.5,2,1,1
 58.4,0,3,0
 58.8,5,10,2
 59.3,0,5,0
 61.3,1,7,1
 61.7,4,5,1
 59.0,1,4,0
 65.7,4,2,2
 59.1,5,10,2
 57.5,1,3,0
 60.3,2,6,1
 59.4,3,5,2
 65.8,4,9,2
 65.2,3,10,2
 54.1,0,3,0
 64.2,2,3,1
 60.2,3,2,1
 59.0,2,6,1
 64.1,6,9,2
 66.3,4,1,2
 66.4,4,10,2
 64.0,0,8,1
 59.7,2,3,1
 62.5,2,2,1
 62.2,3,2,1
 62.4,2,4,1
 59.7,2,4,0
 62.2,1,2,1
 61.6,1,3,1
 64.0,5,1,2
 63.9,3,1,2
 60.9,7,1,2
 56.9,3,3,0
 57.7,0,1,0
 59.1,2,4,0
 57.4,0,1,0
 63.8,3,3,1
 56.9,2,2,0
 63.6,4,5,2
 61.4,5,5,2
 66.7,4,6,2
 67.1,4,1,2
 61.2,0,1,1
 60.6,0,3,0
 62.0,4,6,2
 64.2,0,6,1
 58.6,2,5,0
 56.2,0,3,0
 59.8,1,6,1
 61.6,2,2,0
 64.5,3,6,1
 56.0,1,2,0
 57.9,1,2,0
 65.2,7,2,2
 65.3,4,6,2
 63.3,4,2,2
 56.0,1,4,0
 65.2,2,6,1
 56.1,1,2,0
 59.2,4,7,1
 62.5,3,5,1
 64.3,3,2,2
 62.7,1,4,1
 65.7,3,10,2
 67.7,4,9,2
 61.6,3,7,1
 56.5,0,4,0
 64.8,3,2,2
 63.0,0,6,1
 59.7,0,4,0
 63.4,4,1,2
 63.5,5,1,2
 63.5,1,3,1
 60.9,3,1,2
 65.4,1,6,1
 65.5,5,10,2
 60.6,4,2,2
 66.7,2,1,2
 59.1,5,6,2
 64.7,3,1,2
 60.9,4,8,1
 60.9,0,4,0
 61.2,3,1,2
 62.7,2,4,1
 61.9,5,5,2
 58.6,0,4,0
 59.6,3,4,1
 55.4,2,5,0
 62.3,0,8,1
 59.9,1,4,0
 60.0,0,1,0
 57.6,0,5,0
 61.8,4,2,2
 57.0,0,3,0
 63.7,2,4,1
 58.5,0,4,0
 66.1,4,9,2
 65.0,3,2,1
 57.9,0,5,0
 62.2,1,6,1
 59.7,0,1,0
 58.6,6,5,2
 58.7,0,5,0
 63.0,5,6,2
 64.8,3,8,1
 62.6,3,1,2
 58.5,1,2,0
 59.3,0,1,0
 59.0,3,5,1
 57.7,0,3,0
 58.9,0,1,0
 58.9,1,2,0
 58.7,0,3,0
 58.8,1,4,1
 66.9,5,1,2
 61.2,4,3,1
 59.4,0,2,0
 59.6,0,4,0
 56.3,1,2,0
 57.5,0,5,0
 59.7,4,9,2
 59.4,1,2,0
 57.4,2,1,0
 60.8,2,6,1
 56.7,2,3,0
 63.8,4,6,2
 56.0,0,2,0
 61.0,0,5,1
 62.8,5,2,2
 57.2,0,3,0
 56.0,0,3,0
 54.3,0,1,0
 63.3,1,5,1
 58.3,0,2,0
 62.0,2,6,1
 57.6,1,4,0
 57.2,0,1,0
 57.6,0,2,0
 60.4,3,3,1
 57.9,1,2,0
 64.2,3,5,2
 63.6,5,5,2
 64.7,0,8,1
 62.6,3,4,1
 62.9,1,4,1
 59.8,2,1,2
 61.9,3,2,1
 58.9,0,2,0
 64.3,4,1,2
 58.0,3,8,1
 62.7,4,10,2
 60.8,6,5,2
 58.8,1,4,0
 57.5,0,2,0
 64.0,4,10,2
 60.1,4,2,2
 60.3,5,9,2
 59.2,0,4,0
 61.0,0,7,1
 60.7,3,4,1
