SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 55.8,3,4,0
 60.8,0,5,0
 65.2,4,10,2
 57.2,0,3,0
 60.4,2,7,1
 63.0,3,9,2
 59.2,2,2,0
 56.5,1,4,0
 65.3,2,5,1
 62.1,0,5,1
 56.8,0,3,0
 55.9,0,1,0
 56.2,1,2,0
 64.3,6,9,2
 64.4,4,6,2
 61.4,2,4,1
 70.0,6,10,2
 61.0,3,2,1
 64.7,4,5,1
 61.4,2,6,1
 61.8,3,3,1
 59.4,0,3,0
 64.7,4,1,2
 55.9,0,2,1
 63.1,4,10,2
 63.4,0,7,1
 65.5,3,1,2
 67.7,4,10,2
 61.5,1,2,1
 61.2,0,7,1
 60.5,1,4,0
 61.0,0,3,0
 59.0,0,5,0
 62.6,3,5,2
 58.2,3,4,0
 65.1,1,3,1
 64.5,0,5,1
 57.0,0,5,0
 57.6,0,2,0
 60.6,4,1,2
 62.6,2,4,1
 62.3,3,2,1
 63.4,2,3,1
 63.2,1,6,1
 58.7,1,2,0
 61.0,0,4,0
 61.4,0,2,0
 61.7,6,1,2
 60.8,4,5,1
 57.4,3,7,1
 57.3,0,4,0
 59.3,1,5,1
 59.8,5,10,2
 60.3,5,5,2
 59.1,2,2,0
 64.3,2,8,1
 61.8,5,1,2
 58.7,1,4,0
 63.1,3,10,2
 55.4,3,3,0
 59.6,3,4,0
 63.3,2,5,1
 58.5,0,3,0
 64.3,5,10,2
 62.2,1,1,1
 59.0,0,2,0
 58.3,3,5,2
 58.1,1,5,0
 65.1,5,6,2
 66.7,5,10,2
 59.1,2,1,1
 61.4,0,4,0
 66.2,4,9,2
 58.5,1,2,0
 58.3,3,2,0
 65.0,5,9,2
 62.5,3,10,2
 59.3,0,3,0
 59.0,3,5,0
 59.9,0,3,0
 63.2,3,1,1
 62.8,0,5,1
 58.6,0,2,0
 55.7,3,2,0
 57.8,1,3,0
 61.7,3,6,1
 61.0,4,9,2
 62.7,0,1,1
 56.8,2,2,0
 60.6,4,2,2
 62.9,4,3,1
 59.1,0,2,0
 59.0,1,2,1
 60.8,6,2,2
 62.3,5,5,2
 64.9,4,10,2
 60.9,0,4,1
 63.5,4,9,2
 59.5,4,2,2
 64.6,6,5,2
 62.7,4,10,2
 56.0,3,2,0
 60.4,0,4,1
 56.3,0,2,0
 62.8,4,3,1
 65.9,4,5,2
 62.5,0,5,1
 64.5,1,5,1
 64.8,5,1,2
 62.9,4,2,1
 58.7,0,3,0
 63.6,4,5,2
 58.3,0,1,1
 57.6,1,5,0
 63.2,5,5,2
 63.1,2,8,1
 57.1,0,1,0
 59.1,1,7,1
 65.0,4,1,1
 61.0,0,5,0
 62.9,2,5,1
 67.2,6,9,2
 64.3,4,5,2
 64.0,5,6,2
 64.7,0,7,1
 64.4,3,7,1
 59.3,3,3,1
 58.5,1,2,0
 62.5,3,1,2
 61.9,6,9,2
