SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 53.4,3,4,1
 52.8,2,4,1
 50.7,0,3,0
 54.0,4,2,2
 59.6,2,1,1
 53.8,0,2,1
 57.1,4,2,2
 51.9,0,4,0
 60.1,4,9,2
 54.6,0,3,0
 54.1,4,7,1
 54.0,3,3,1
 59.2,5,5,2
 54.9,1,5,0
 53.9,3,6,1
 55.2,0,4,0
 52.6,1,2,0
 57.4,2,8,1
 55.8,3,3,1
 58.1,4,2,2
 54.8,3,7,1
 60.2,3,1,2
 53.1,3,6,1
 61.3,5,1,2
 54.1,1,1,1
 53.8,0,2,0
 60.6,5,6,2
 59.2,2,5,2
 56.6,3,6,1
 58.6,2,4,1
 52.2,1,5,0
 57.8,4,1,2
 51.2,0,3,0
 52.7,2,5,1
 56.8,5,2,2
 54.7,3,2,1
 56.3,0,6,1
 55.9,4,7,1
 51.9,0,3,0
 54.0,0,3,0
 53.7,0,1,1
 61.5,3,5,2
 54.2,2,5,0
 62.5,4,6,2
 54.0,5,10,2
 55.0,0,2,0
 53.5,3,4,0
 53.6,3,8,1
 55.1,0,3,0
 60.9,5,9,2
 56.9,1,5,1
 50.3,1,5,0
 62.3,6,1,2
 56.9,3,2,1
 52.9,3,2,0
 55.6,4,1,1
 59.1,4,2,2
 56.6,4,6,1
 56.3,4,4,1
 52.1,2,4,0
 51.0,2,4,0
 54.9,1,4,1
 56.3,2,3,1
 54.7,0,3,0
 57.4,6,6,2
 53.0,1,3,0
 57.0,3,9,2
 53.7,1,4,0
 53.6,1,2,0
 51.4,2,4,1
 54.2,1,3,1
 57.0,5,1,2
 56.6,2,4,1
 52.0,0,2,0
 55.6,5,1,2
 50.9,0,3,0
 52.7,0,5,0
 51.6,0,4,0
 53.4,0,4,0
 53.9,2,4,0
 52.3,1,5,1
 59.5,4,10,2
 52.6,0,2,0
 52.1,0,3,0
 53.3,2,4,1
 51.6,4,1,1
 52.4,0,4,0
 56.0,3,6,2
 54.0,4,2,2
 52.9,2,2,0
 50.4,0,3,0
 56.5,3,10,2
 53.4,1,3,0
