SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 61.3,4,9,2
 62.6,3,1,2
 58.1,0,2,0
 62.9,3,5,1
 57.0,0,1,0
 63.0,5,2,2
 57.4,0,5,0
 57.0,0,4,0
 62.0,3,9,2
 66.0,2,2,2
 62.3,3,2,2
 62.8,3,5,2
 63.4,5,6,2
 56.8,0,2,0
 63.1,1,1,1
 57.8,1,2,0
 57.8,0,1,0
 63.2,3,1,2
 63.0,4,2,1
 61.9,4,1,2
 57.5,0,2,0
 58.4,0,3,0
 60.0,1,2,0
 58.9,0,5,0
 60.8,0,3,0
 60.5,4,7,1
 58.9,0,2,0
 57.5,0,3,0
 56.9,3,2,0
 61.4,4,10,2
 58.7,1,6,1
 64.5,3,5,2
 63.0,1,5,1
 62.8,3,7,1
 56.8,0,1,0
 57.6,1,4,0
 58.4,0,2,0
 60.3,0,3,0
 62.3,3,4,1
 58.6,4,3,1
