SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 58.4,2,4,0
 62.6,5,1,2
 58.0,2,4,0
 65.6,2,7,1
 56.0,5,6,2
 64.8,6,1,2
 61.4,2,2,1
 56.5,0,2,0
 58.6,4,10,2
 61.0,4,5,2
 63.8,3,10,2
 60.6,0,5,0
 59.8,1,4,1
 56.3,1,3,0
 58.4,0,2,0
 61.7,1,8,1
 60.3,0,1,0
 61.3,5,5,2
 62.4,3,5,2
 62.9,0,5,1
 63.4,5,6,2
 60.4,5,6,2
 67.8,1,7,1
 57.6,2,2,0
 63.8,2,1,1
 59.9,2,1,0
 60.1,1,4,0
 56.3,0,2,0
 57.6,1,3,0
 66.5,4,2,2
 58.6,3,1,0
 64.1,3,1,1
 59.2,0,5,0
 62.1,2,6,2
 57.7,2,3,0
 56.7,1,5,0
 58.3,2,2,0
 61.4,0,3,0
 57.4,3,1,0
 63.2,1,4,1
 60.1,3,7,1
 57.2,0,4,0
 62.1,3,4,1
 55.3,0,4,0
 63.7,4,10,2
 63.7,3,5,1
 63.5,3,5,1
 65.2,0,2,1
 65.4,4,6,2
 65.8,1,6,1
 62.3,0,7,1
 58.4,0,3,0
 59.8,0,2,0
 56.4,0,3,0
 62.4,2,4,1
 62.5,4,6,2
 58.0,1,2,1
 58.4,3,1,0
 61.0,1,3,1
 61.5,1,4,1
 66.1,4,3,1
 59.3,4,1,1
 62.5,4,1,2
 59.3,2,5,1
 66.1,3,1,2
 58.9,1,2,0
 64.3,3,6,1
 58.9,0,2,0
 68.4,3,1,2
 57.3,1,4,0
 60.7,6,5,2
 60.3,0,3,0
 66.5,3,6,2
 58.1,0,3,0
 57.8,0,4,0
 60.5,6,5,2
 59.0,0,2,0
 56.2,0,1,0
 60.9,1,3,1
 62.0,4,7,1
 57.9,0,2,1
 56.7,0,4,0
 58.6,5,9,2
 63.8,4,2,1
 63.1,4,2,1
 61.9,3,5,2
 62.0,4,3,1
 65.7,3,3,1
 62.4,4,1,2
 62.5,0,5,1
 59.2,0,4,0
 62.3,2,4,1
 62.7,0,1,1
 62.0,2,2,1
 64.2,4,5,1
 56.8,0,2,0
 61.0,4,6,2
 62.8,3,9,2
 64.2,6,10,2
 57.0,0,4,0
 65.6,5,2,2
 58.8,0,2,0
 58.8,0,4,0
 56.5,1,5,0
 62.6,5,1,2
 58.1,0,4,0
 60.4,2,3,1
 58.1,2,4,0
 59.1,0,2,0
