SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 64.4,4,1,2
 64.8,3,9,2
 63.2,3,9,2
 61.4,4,5,1
 60.6,4,3,1
 62.6,5,1,2
 64.7,5,5,2
 55.9,0,4,0
 57.8,0,2,0
 59.5,0,5,0
 67.2,3,5,2
 57.4,0,3,0
 66.4,6,9,2
 59.5,4,6,1
 57.0,1,3,0
 62.0,2,7,1
 58.8,3,1,0
 62.6,0,2,0
 59.2,0,2,0
 62.4,3,6,1
 61.8,4,4,1
 56.7,2,3,0
 68.0,3,1,2
 62.0,1,3,1
 58.8,0,2,0
 65.8,0,5,1
 58.8,2,5,0
 57.1,0,3,0
 65.0,2,6,1
 63.0,4,10,2
 58.5,2,2,1
 62.0,0,2,1
 56.5,2,3,0
 61.9,0,7,1
 61.6,5,2,2
 57.0,0,1,0
 61.1,3,3,1
 60.3,0,2,0
 63.1,2,8,1
 67.5,6,2,2
 65.1,5,6,2
 59.4,4,10,2
 59.1,3,9,2
 64.6,2,8,1
 61.0,4,5,1
 59.1,0,4,1
 58.1,0,3,0
 61.7,1,4,1
 62.4,4,4,1
 61.1,5,10,2
 59.9,0,4,1
 58.9,0,2,0
 62.3,1,5,1
 61.4,6,2,2
 63.8,3,6,2
 58.1,0,2,0
 59.3,4,5,1
 61.2,4,6,2
 56.7,0,3,0
 62.7,2,1,2
 61.4,3,5,2
 55.6,0,4,0
 58.3,0,1,0
 66.5,4,1,1
 65.7,3,6,2
 64.5,0,5,1
 63.1,2,4,1
 59.7,0,5,0
 65.6,4,9,2
 61.5,5,10,2
 57.1,3,3,0
 63.6,5,6,2
 59.8,0,4,0
 56.4,0,3,0
 58.0,1,1,0
 59.8,4,10,2
 56.2,1,3,0
 56.8,0,2,0
 59.0,0,2,0
 59.1,0,4,0
 60.1,0,7,1
 60.3,3,3,0
 61.0,0,2,0
 66.6,4,1,2
 63.0,2,10,2
 57.7,0,4,0
 66.3,6,10,2
 56.9,1,3,0
 64.5,1,3,1
 62.4,2,2,2
 62.9,4,2,2
 57.6,0,1,0
 57.9,2,5,0
 63.8,3,1,2
 60.9,7,9,2
 64.7,6,9,2
 64.8,3,1,2
 56.3,0,3,0
 63.0,0,6,1
 64.0,3,6,2
 63.6,1,4,1
 59.8,0,3,0
 56.7,2,1,1
 63.6,3,4,1
 60.9,2,3,1
 59.7,0,3,1
 66.1,4,6,1
 62.5,5,6,2
 64.2,1,5,1
 58.3,5,10,2
 63.8,3,2,2
 60.8,2,2,1
 62.0,1,6,1
 59.8,3,2,2
 62.8,3,6,2
 63.4,2,6,1
 57.2,5,2,2
 59.3,5,9,2
 63.5,4,7,1
 65.3,3,10,2
 62.7,3,2,1
 66.4,5,1,2
 54.3,1,3,0
 61.4,5,9,2
 66.3,3,10,2
 60.2,5,6,2
 62.3,1,4,1
 63.6,3,9,2
 64.7,5,1,2
 66.2,5,1,2
 60.7,5,2,2
 63.4,4,5,2
 63.4,3,5,2
 56.9,0,4,0
 66.3,3,1,1
 65.3,4,9,2
 63.2,4,10,2
 61.0,5,10,2
 61.3,2,4,1
 66.2,2,5,1
 59.7,5,5,2
 55.0,1,4,0
 57.8,1,2,0
 59.9,0,5,0
 62.3,4,10,2
 61.8,4,10,2
 63.8,1,2,1
 64.9,2,4,1
 57.8,0,1,0
 61.5,2,6,2
 58.6,0,2,0
 57.4,2,4,0
 60.2,4,5,1
 62.6,5,10,2
 58.1,3,3,0
 60.0,1,3,0
 66.0,3,7,1
 61.0,4,5,1
 64.0,4,10,2
 59.0,2,4,1
 58.2,0,1,0
 59.8,1,5,0
 58.3,0,4,0
 58.3,0,2,0
 56.4,0,4,0
 59.4,0,3,0
 58.0,2,2,1
 61.7,4,5,2
 62.6,5,5,2
 61.6,0,1,0
 59.6,3,3,1
 65.5,3,6,2
 65.5,3,8,1
 59.5,0,1,0
 56.7,0,2,0
 65.1,3,2,1
 57.2,0,5,0
 64.8,1,6,1
 60.9,5,10,2
 66.2,4,10,2
 61.2,0,4,1
 58.9,0,4,0
 63.2,5,1,2
 56.9,0,5,0
 62.8,3,9,2
 64.4,5,2,2
 59.7,1,5,1
 59.2,4,3,1
 55.1,0,2,0
 59.4,1,8,1
 60.4,1,2,0
 59.7,1,3,0
 62.7,5,10,2
 68.1,6,2,2
 62.4,2,7,1
 61.0,2,7,1
 56.6,0,3,0
 61.0,0,2,0
 58.7,0,4,0
 56.1,0,2,0
 63.0,3,2,1
 59.8,0,1,0
 58.2,3,1,0
