SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 58.0,1,2,1
 64.5,1,5,1
 63.3,3,4,1
 59.0,3,9,2
 60.0,1,1,1
 63.7,3,8,1
 65.2,4,10,2
 58.0,6,2,2
 66.7,0,1,1
 57.3,5,5,2
 62.0,3,6,1
 56.1,1,5,0
 63.5,6,9,2
 66.7,4,9,2
 62.5,4,8,1
 56.9,4,9,2
 57.8,1,2,0
 55.5,0,3,0
 63.1,0,6,1
 58.7,0,3,0
 59.9,6,10,2
 57.5,6,2,2
 62.7,2,6,1
 62.9,3,2,2
 57.8,1,3,0
 57.0,1,4,0
 57.5,4,1,2
 62.7,6,1,2
 62.6,3,5,1
 59.6,0,2,0
 63.9,4,5,2
 65.8,2,5,1
 62.8,2,3,1
 66.5,4,6,2
 63.1,3,6,2
 59.0,2,6,2
 60.0,1,4,1
 62.3,1,7,1
 55.9,0,1,0
 64.0,3,8,1
 67.0,3,9,2
 63.1,2,7,1
 62.4,2,4,1
 61.2,5,10,2
 56.1,1,3,0
 57.6,3,3,0
 64.7,3,7,1
 63.5,4,6,2
 58.0,2,2,0
 62.5,3,6,1
 63.1,4,8,1
 59.8,5,6,2
 61.7,4,5,2
 59.9,0,7,1
 57.3,2,4,0
 60.4,0,3,0
 59.8,4,5,1
 65.4,3,9,2
 64.6,4,10,2
 62.2,4,9,2
 62.3,3,3,1
 60.3,1,4,1
 58.3,0,2,0
 61.6,0,3,1
 58.8,0,3,0
 64.3,4,2,2
 64.8,4,1,2
 66.2,3,2,2
 61.6,4,9,2
 63.2,3,8,1
 61.2,0,3,0
 60.2,3,6,2
 57.2,2,5,0
 68.4,6,6,2
 60.3,3,10,2
 62.7,0,5,1
 63.0,0,5,1
 58.1,0,3,0
 58.0,0,2,0
 64.6,5,6,2
 63.2,3,5,1
 60.0,1,1,0
 60.1,3,5,1
 58.9,0,4,0
 60.5,3,4,1
 59.3,3,1,2
 61.4,4,9,2
 56.1,1,1,0
 59.9,0,3,0
 64.1,0,3,1
 66.4,3,1,2
 57.4,0,2,0
 59.0,1,2,0
 60.2,4,8,1
 56.5,0,1,0
 57.4,5,1,2
 57.4,0,1,0
 60.9,5,10,2
 65.0,5,9,2
 63.9,4,10,2
 64.7,2,5,1
 56.0,0,2,0
 59.2,0,1,0
 55.9,0,3,0
 62.9,4,9,2
 57.7,0,4,0
 65.1,6,10,2
 61.2,3,9,2
 63.4,0,3,1
 59.8,0,4,0
 61.0,1,3,1
 60.1,3,5,1
 62.6,5,2,2
 61.4,3,2,1
 60.7,5,6,2
 56.9,1,4,0
 60.3,5,10,2
 62.8,6,9,2
 63.5,1,3,1
