SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 56.5,2,5,0
 58.6,3,2,0
 64.9,1,8,1
 58.8,0,2,1
 62.4,5,1,2
 61.8,3,5,1
 63.0,4,8,1
 63.0,1,4,1
 62.2,3,2,1
 58.3,0,4,0
 57.0,0,4,0
 59.2,2,5,1
 56.1,0,4,0
 61.4,4,6,1
 57.9,3,1,2
 56.1,0,5,0
 60.5,3,2,1
 57.7,0,4,0
 58.4,1,5,0
 58.9,4,6,1
 67.2,5,1,2
 58.0,6,9,2
 59.8,0,3,0
 58.9,5,5,2
 62.2,3,6,2
 65.1,4,1,2
 62.7,3,5,2
 58.5,5,5,2
 56.3,0,4,0
 58.3,1,4,0
 56.4,0,5,0
 67.8,3,6,2
 60.1,4,5,1
 60.6,0,4,0
 60.2,1,5,0
 60.7,5,10,2
 63.1,5,1,2
 59.3,0,2,0
 59.5,0,4,0
 58.7,0,2,0
 60.5,0,2,0
 65.5,6,6,2
 62.7,0,4,1
 63.9,3,6,2
 57.8,0,4,0
 61.2,4,6,2
 68.0,4,9,2
 67.2,5,6,2
 58.2,1,2,0
 64.5,2,8,1
 58.5,1,1,0
 65.2,4,6,2
 63.4,4,9,2
 65.5,5,1,2
 65.7,1,6,1
 57.3,0,4,0
 56.9,0,1,0
 58.2,2,7,1
 59.3,3,2,1
 55.9,0,2,0
 60.3,4,4,1
 59.9,4,1,2
 63.0,6,6,2
 58.2,2,2,0
 60.3,0,3,0
 65.8,3,10,2
 59.3,2,3,0
 63.1,4,2,1
 55.7,0,5,0
 63.2,3,5,1
 56.3,1,4,0
 64.6,4,4,1
 57.2,0,2,0
 58.8,4,1,1
 60.5,5,6,2
 59.9,3,10,2
 63.4,2,7,1
 62.1,5,10,2
 64.8,1,5,1
 60.9,4,5,2
 59.9,3,9,2
 59.5,4,6,2
 57.6,0,2,0
 61.8,2,3,1
 62.2,0,4,1
 59.3,4,4,1
 62.3,3,1,2
 60.1,2,4,1
 58.7,0,2,0
 63.0,4,9,2
 61.1,4,1,2
 63.5,2,5,1
 66.5,4,9,2
 60.4,4,5,2
 63.6,5,1,2
 63.4,1,2,1
 57.1,1,1,0
 63.2,1,8,1
 63.5,0,5,1
 60.3,4,10,2
 63.1,2,7,1
 65.3,3,9,2
 65.1,4,1,2
 56.1,2,3,0
 59.4,1,8,1
 64.8,2,5,1
 60.4,3,4,1
 65.1,3,5,1
 66.6,3,6,2
 62.9,3,3,1
 63.8,6,1,2
 58.8,0,5,0
 62.1,2,3,1
 60.1,2,6,1
 59.0,1,2,0
 58.3,2,1,1
 60.8,0,3,0
 61.5,4,1,2
 62.6,0,5,1
 57.8,1,3,0
 58.5,0,3,0
 61.0,1,1,1
 62.3,6,2,2
 60.2,3,5,1
 64.3,4,9,2
 62.3,4,1,2
 58.2,1,2,0
 62.8,3,4,1
 54.4,1,2,0
 60.4,5,5,2
 64.8,5,10,2
 58.8,1,5,0
 62.4,4,3,1
 63.6,1,6,1
 61.0,4,5,2
 59.7,0,2,0
 55.0,0,4,0
 55.8,0,4,0
 67.0,6,6,2
 63.0,4,1,2
 61.9,1,3,1
 61.5,4,1,2
 57.5,1,4,0
 59.9,0,4,0
 57.6,0,2,0
 61.6,0,2,0
 61.2,1,4,1
 64.8,3,5,1
 65.2,0,6,1
 62.2,2,7,1
 57.4,0,5,0
 60.7,5,1,2
 62.0,6,6,2
 57.6,0,4,0
 60.6,3,5,1
 62.9,3,5,2
 60.5,0,2,0
 60.4,2,4,1
 62.5,0,2,0
 60.8,0,6,1
 59.1,2,1,1
 59.0,0,3,0
 62.4,4,5,2
 63.1,4,9,2
 60.1,3,7,1
 58.1,1,4,0
 63.1,4,5,1
 60.8,4,3,1
 57.5,0,2,0
 65.8,5,10,2
 62.8,0,4,1
 57.0,1,2,0
 60.3,3,3,0
 63.3,1,2,1
 55.2,0,4,0
 61.2,3,10,2
 63.3,1,3,1
 66.9,1,1,1
 67.3,4,1,2
 63.8,4,1,2
 61.1,2,1,1
 62.0,3,2,0
 66.3,4,2,2
 56.6,1,4,0
 62.6,5,6,2
 58.0,1,4,0
 60.6,0,3,0
 62.0,3,1,2
 58.5,0,1,0
 63.1,3,9,2
 57.7,0,4,0
 62.1,3,1,2
 55.7,3,3,0
 67.7,5,5,2
 60.5,1,7,1
 63.6,3,7,1
 66.5,5,9,2
 59.4,0,2,0
 62.1,0,7,1
 61.0,4,5,2
 63.9,0,6,1
 62.8,4,2,2
 60.8,5,1,2
 57.9,1,2,1
 63.1,4,9,2
 61.4,6,6,2
 63.4,3,3,1
 58.0,3,5,1
 61.9,1,7,1
