SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 64.1,0,6,1
 65.8,0,3,1
 57.7,1,5,0
 59.7,4,7,1
 58.6,2,2,0
 59.7,4,1,1
 61.8,5,6,2
 58.2,1,3,0
 64.3,3,6,1
 62.4,1,8,1
 56.5,4,2,2
 59.5,4,2,2
 60.0,1,2,0
 61.3,3,7,1
 64.1,4,5,2
 59.5,1,4,1
 62.6,2,2,1
 64.0,2,4,1
 63.0,4,1,2
 59.9,2,7,1
 65.3,1,2,1
 57.5,0,4,0
 64.4,1,5,1
 58.9,0,4,0
 57.8,2,4,1
 61.7,4,1,1
 61.6,3,4,1
 60.4,1,2,1
 61.3,5,10,2
 64.7,4,2,2
 57.8,5,5,2
 57.6,0,2,0
 64.5,3,3,1
 55.7,1,3,0
 65.2,3,9,2
 58.6,5,2,2
 57.6,0,3,0
 58.5,1,4,0
 59.9,4,5,2
 59.8,4,2,2
 57.2,0,4,0
 61.6,4,1,2
 65.7,0,4,1
 58.4,1,1,0
 61.0,0,2,0
 60.6,3,1,2
 63.1,2,2,1
 62.9,2,2,1
 58.6,3,5,1
 62.4,4,3,1
 63.0,4,1,1
 56.3,0,5,0
 59.4,0,3,1
 62.1,4,5,2
 57.9,0,3,0
 66.5,6,9,2
 62.3,4,5,1
 56.1,0,4,0
 58.3,1,4,0
 57.4,0,1,0
 58.9,1,1,0
 64.0,4,4,1
 61.4,4,9,2
 58.0,3,9,2
 58.9,1,2,0
 65.5,5,9,2
 62.9,5,6,2
 64.8,3,3,1
 56.5,2,4,0
 61.1,1,6,1
 59.0,0,4,0
 64.8,2,9,2
 62.2,4,9,2
 57.3,0,2,0
 64.3,4,1,2
 65.5,1,6,1
 60.0,0,3,1
 59.6,0,5,0
 64.5,3,9,2
 63.8,2,7,1
 57.9,1,2,0
 65.0,2,8,1
 61.2,1,1,0
 62.7,4,6,2
 61.0,2,4,1
 63.0,2,2,1
 56.0,2,1,0
 57.7,2,4,0
 60.8,3,1,1
 64.3,5,10,2
 54.9,0,4,0
 63.4,6,2,2
 56.3,0,2,0
 59.0,0,8,1
 61.8,4,4,1
 64.8,4,3,1
 60.9,2,4,1
 57.2,1,1,0
 61.8,1,3,0
 58.2,2,3,0
 59.6,1,5,0
 58.6,1,4,0
 62.1,1,7,1
 67.4,5,1,2
 62.5,0,3,1
 64.3,3,7,1
 57.7,0,5,0
 59.9,5,1,2
 56.1,1,2,0
 57.3,4,1,2
 57.8,0,1,0
 55.6,0,3,0
 59.6,5,10,2
 61.8,1,5,1
 60.6,2,2,1
 63.2,4,6,1
 61.0,1,2,0
 56.4,0,5,0
 65.1,4,6,2
 56.3,1,1,0
 60.2,1,4,0
 62.4,6,1,2
 63.4,2,1,1
 59.8,1,7,1
 60.3,3,5,2
 65.9,5,5,2
 59.6,1,4,0
 65.3,3,10,2
 58.5,4,6,2
 62.4,4,6,2
 62.6,5,9,2
 66.9,3,5,2
 58.6,4,7,1
 60.8,3,5,1
 60.5,2,9,2
 61.1,4,10,2
 62.1,2,8,1
 60.5,5,2,2
 58.8,0,4,0
 57.1,0,3,0
 61.0,1,6,1
 57.0,1,6,1
 68.9,5,5,2
 62.9,2,7,1
 64.5,1,8,1
 58.6,0,1,0
 60.0,0,7,1
 58.4,1,4,0
 60.7,3,5,1
 59.6,5,2,2
 60.9,0,8,1
 66.3,4,9,2
 59.4,0,4,0
 57.1,0,3,0
 57.0,0,3,0
 67.1,5,1,2
 57.5,1,1,0
