SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 60.0,5,10,2
 62.0,3,5,1
 58.5,3,4,0
 56.4,1,2,0
 59.9,0,4,0
 63.4,2,3,1
 57.7,0,4,0
 59.5,2,1,1
 59.9,2,2,0
 61.5,3,2,1
 63.8,4,6,2
 58.3,2,2,1
 65.0,4,10,2
 63.7,5,10,2
 65.3,6,2,2
 61.6,2,2,2
 62.4,3,1,2
 58.4,0,2,0
 62.0,4,7,1
 57.5,1,2,0
 57.2,2,5,0
 62.5,5,2,2
 65.2,7,5,2
 65.5,6,10,2
 58.8,3,1,0
 63.0,4,1,2
 59.0,1,1,0
 63.7,5,5,2
 58.4,0,5,0
 57.1,0,2,0
 63.6,5,9,2
 62.7,3,4,1
 60.2,0,4,0
 68.8,4,5,2
 62.2,1,7,1
 61.4,1,2,1
 63.0,3,8,1
 65.3,4,6,2
 64.4,3,1,1
 65.5,4,4,1
 60.0,2,6,1
 63.3,3,1,2
 58.9,2,3,0
 59.5,3,3,1
 62.1,2,3,1
 62.0,4,10,2
 61.5,5,2,2
 63.2,3,2,1
 60.7,2,3,1
 58.0,0,3,0
 64.8,3,6,2
 62.3,5,10,2
 67.7,5,1,2
 64.3,0,3,1
 63.4,2,7,1
 61.9,2,5,1
 62.7,4,9,2
 61.3,1,4,1
 61.1,3,9,2
 66.0,6,2,2
 57.5,2,1,0
 60.5,4,1,2
 59.4,3,1,1
 61.8,0,3,1
 58.9,2,1,0
 66.2,3,2,2
 58.7,4,1,2
 62.1,4,10,2
 58.0,2,3,0
 62.7,0,6,1
 63.2,3,4,1
 59.5,1,2,0
 60.4,3,9,2
 56.1,0,4,0
 64.4,4,5,2
 61.9,5,5,2
 56.4,0,2,0
 55.9,1,5,0
 62.5,0,4,1
 62.8,4,10,2
 61.9,4,6,2
 58.6,3,6,2
 65.2,1,3,1
 61.8,5,1,2
 66.3,6,5,2
 64.2,3,5,1
 60.1,4,5,1
 62.6,3,6,2
 64.3,2,5,1
 60.8,0,4,0
 55.7,2,3,0
 64.7,5,6,2
 61.8,4,5,2
 60.3,4,5,1
 65.9,5,9,2
 62.0,2,1,1
 59.7,3,5,2
 64.5,5,2,2
 58.8,3,4,0
 57.7,0,4,0
 63.0,4,9,2
 62.1,0,2,1
 62.9,2,7,1
 63.1,3,5,1
 68.1,4,6,1
 57.8,2,4,0
 59.3,0,4,0
 56.7,0,2,0
 59.5,4,1,2
 61.5,0,5,1
 60.2,0,4,0
 65.5,0,3,1
 61.8,4,1,2
 60.0,3,5,1
 68.6,3,9,2
 62.6,0,4,1
 60.4,1,4,1
 62.4,3,7,1
 56.1,0,3,0
 57.6,2,5,0
 59.9,2,7,1
 56.1,2,4,0
 59.9,4,5,2
 63.6,6,2,2
 64.7,4,3,1
 64.6,1,6,1
 59.8,1,2,0
 62.9,2,2,1
 57.6,0,5,0
 56.6,0,3,0
 60.2,6,6,2
 54.7,0,3,0
 63.3,2,7,1
 63.4,6,2,2
 64.6,2,3,1
 58.7,1,1,0
 62.2,6,1,2
 63.0,0,4,1
 65.0,2,3,1
 57.2,6,5,2
 57.7,0,2,0
 58.4,2,2,0
 63.3,1,5,1
 56.2,0,3,0
 70.5,4,2,2
 65.2,1,3,1
 58.7,2,5,0
 61.0,4,9,2
 56.4,0,2,0
 57.8,1,4,0
 58.2,2,4,0
 63.6,2,10,2
 63.0,2,6,1
 61.4,4,2,2
 58.5,0,4,0
 58.0,2,1,0
 59.8,1,2,0
 59.5,3,4,1
 58.4,1,4,0
 63.9,3,4,1
 63.1,2,7,1
 61.3,3,1,1
 64.1,2,6,1
 61.9,5,2,2
 56.7,2,4,0
 61.7,3,2,0
 61.6,5,1,2
 61.5,4,6,2
 59.0,0,1,0
 60.9,5,6,2
 59.3,2,6,1
 58.5,0,3,0
 62.0,0,1,1
 55.0,3,2,0
 58.1,3,1,0
