SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 66.1,0,2,0
 66.5,0,2,1
 71.9,5,9,2
 68.3,3,9,2
 68.4,2,6,1
 65.6,0,2,0
 62.5,0,3,0
 62.1,0,4,0
 73.4,6,1,2
 63.5,0,3,0
 66.8,1,5,1
 70.0,0,4,1
 69.0,2,1,2
 67.0,4,3,1
 70.0,3,2,1
 69.2,4,1,2
 68.2,1,2,0
 67.5,0,2,0
 71.0,4,2,2
 69.0,4,5,2
 66.9,4,3,1
 70.4,2,2,2
 70.1,6,5,2
 68.5,4,9,2
 66.4,2,2,1
 71.9,5,6,2
 73.1,4,1,2
 66.3,2,3,1
 66.0,2,5,1
 67.0,2,5,1
 66.2,3,3,0
 69.5,2,7,1
 67.2,4,2,2
 64.0,1,1,1
 66.2,0,1,0
 65.6,2,4,1
 68.8,6,5,2
 73.6,4,10,2
 64.4,0,3,0
 70.7,4,2,2
 70.0,1,5,1
 70.0,4,1,2
 64.8,1,3,0
 66.5,0,2,0
 67.7,4,10,2
 69.8,4,9,2
 69.5,2,5,1
 66.9,0,1,1
 70.0,3,1,2
 71.1,4,2,2
 63.9,1,3,0
 69.3,3,6,2
 67.3,2,2,1
