SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 63.8,4,9,2
 58.1,5,6,2
 62.0,4,1,2
 59.2,2,8,1
 59.6,0,5,0
 61.3,0,4,0
 57.2,1,3,0
 63.5,4,5,1
 64.5,2,3,1
 54.9,0,3,0
 63.4,4,6,1
 63.9,1,3,1
 58.4,1,1,0
 64.8,3,6,1
 64.1,4,8,1
 56.5,0,1,0
 60.2,2,3,1
 56.1,0,2,0
 62.3,2,2,1
 63.7,2,1,2
 61.4,1,1,1
 57.1,0,2,0
 57.5,0,3,0
 64.1,0,4,1
 61.8,2,6,1
 60.6,6,1,2
 60.4,4,6,2
 61.8,3,7,1
 63.4,3,5,2
 59.0,2,4,0
 60.1,4,9,2
 61.9,4,2,2
 60.4,4,5,2
 60.2,0,6,1
 57.8,3,4,0
 60.5,4,4,1
 60.2,7,6,2
 62.2,1,6,1
 66.1,2,8,1
 56.1,0,2,0
 60.3,5,5,2
 60.3,2,3,0
 61.8,3,4,1
 64.6,3,2,2
 57.6,0,2,0
 66.8,4,5,1
 64.0,4,9,2
 67.3,6,6,2
 65.2,5,9,2
 58.0,0,4,0
 60.8,6,10,2
 61.2,3,3,1
 58.0,1,3,0
 65.5,6,6,2
 63.5,5,6,2
 60.7,6,10,2
 59.6,3,6,2
 60.9,0,3,0
 60.4,0,3,0
 63.0,4,1,2
 64.0,5,9,2
 56.7,0,2,0
 56.2,0,3,0
 60.4,4,5,2
 64.1,0,3,1
 66.2,2,3,1
 62.0,5,9,2
 61.5,0,6,1
 57.4,0,2,0
 64.8,5,9,2
 58.4,1,1,0
 57.0,1,3,0
 65.3,4,6,1
 56.4,0,4,0
 57.6,0,3,0
 62.0,6,1,2
 69.8,5,6,2
 61.3,1,2,1
 60.7,3,4,1
 60.8,3,1,2
 59.0,0,4,0
 64.8,4,10,2
 60.0,4,3,1
 61.7,3,3,1
 64.7,6,5,2
 59.3,0,1,0
 58.8,2,4,0
 63.5,2,4,1
 58.8,2,5,0
 59.1,1,3,0
 60.6,3,2,1
 57.3,0,2,0
 58.0,1,3,0
 56.0,3,2,0
 60.9,2,5,1
 66.7,3,6,2
 58.3,3,5,0
 61.7,3,9,2
 60.8,2,3,1
 63.3,5,6,2
 61.9,4,2,1
 58.2,0,2,0
 62.1,4,4,1
 59.6,0,3,0
 63.6,4,9,2
 56.0,0,3,0
 67.2,5,2,2
 61.7,4,9,2
 64.0,2,3,1
 58.4,0,3,0
 62.1,0,1,1
 58.0,2,5,0
 64.6,4,9,2
 64.2,4,6,1
 64.3,1,7,1
 57.6,0,3,0
 63.8,4,6,2
 57.6,0,4,0
 65.5,3,6,2
 64.5,2,4,1
 65.7,4,9,2
 66.5,5,2,2
 59.7,0,5,0
 60.4,0,3,0
 66.3,3,10,2
 57.8,3,4,1
 63.7,4,7,1
 65.2,2,5,2
 56.5,0,5,0
 60.3,1,5,1
 58.5,1,3,0
 59.8,3,4,0
 57.9,0,5,0
 59.4,5,5,2
 58.7,5,1,2
 60.3,1,5,1
 64.2,3,10,2
 57.3,0,2,0
 60.0,0,2,0
 59.0,2,3,1
 61.7,2,4,1
 61.0,3,7,1
 64.2,3,6,1
 64.9,4,10,2
 62.7,1,3,1
 59.4,4,6,2
 57.5,1,4,1
 63.0,2,5,1
 61.8,4,6,2
 61.5,2,1,2
 59.1,0,4,0
 59.5,5,2,2
 57.6,0,3,0
 62.1,3,4,1
 55.6,0,4,0
 62.8,4,10,2
 63.4,5,1,2
 62.7,1,1,1
 61.5,1,4,1
 64.8,1,2,1
 57.1,0,4,0
 62.1,1,5,1
 54.9,0,2,0
 64.2,5,1,2
 61.5,4,5,2
 59.9,2,4,0
 59.8,0,1,0
 60.4,0,5,1
 59.3,5,10,2
 60.0,2,5,1
 58.7,0,4,0
 59.7,0,3,0
 55.3,0,2,0
 59.3,1,3,1
 56.3,2,1,0
 60.1,4,2,1
 59.9,0,2,1
 64.5,4,2,2
 58.9,1,2,0
 60.2,0,3,0
 57.9,1,2,0
 63.5,0,3,1
 58.8,0,2,0
 62.1,4,9,2
 59.3,0,1,0
 60.6,3,2,1
 63.9,4,9,2
 59.5,3,6,1
 60.2,2,6,2
 57.4,3,2,0
 58.7,1,4,0
 63.3,2,7,1
 63.4,3,6,1
 63.7,5,9,2
 59.2,5,6,2
