SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 64.1,2,5,1
 63.6,3,5,1
 63.2,2,6,1
 65.1,3,1,2
 64.7,4,1,2
 60.2,2,5,1
 59.8,0,2,0
 64.7,1,7,1
 63.4,3,2,1
 60.8,3,7,1
 65.5,3,3,1
 57.9,0,1,0
 61.3,2,2,1
 62.7,3,9,2
 66.1,4,5,2
 63.3,4,5,2
 66.4,5,5,2
 59.6,3,6,2
 61.8,0,4,1
 62.6,1,5,1
 60.4,2,2,1
 57.5,1,3,0
 62.2,4,2,2
 59.4,0,2,0
 60.0,3,9,2
 55.8,3,4,0
 57.3,0,2,0
 59.8,3,6,1
 58.2,0,3,0
 59.7,4,4,1
 66.2,4,2,2
 57.7,0,4,0
 58.2,0,4,0
 59.0,0,3,0
 62.8,5,5,2
 62.9,3,2,1
 63.0,4,2,1
 62.1,4,9,2
 56.0,0,2,0
 65.0,4,6,2
 60.5,0,2,0
 59.3,0,3,0
 59.0,2,2,0
 62.8,3,6,1
 58.1,4,4,1
 58.3,0,4,0
 62.4,2,5,1
 62.4,5,2,2
 59.3,2,2,1
 59.1,0,1,0
 56.6,0,2,0
 59.0,3,5,1
 58.9,6,6,2
 62.9,3,1,2
 63.0,6,2,2
 57.4,0,3,0
 56.3,0,5,0
 66.3,3,5,2
 63.1,4,2,1
 63.7,4,10,2
 60.3,0,5,1
 57.7,0,4,0
 57.6,0,3,0
 57.8,0,3,0
 63.4,2,6,1
 62.0,3,3,1
 64.8,3,5,2
 58.0,0,1,0
 57.0,0,2,0
 59.4,0,4,0
 61.3,4,5,1
 58.4,5,9,2
 61.9,5,5,2
 60.7,4,6,2
 61.5,3,6,1
 60.5,6,2,2
 56.2,0,3,0
 60.5,4,2,2
 59.8,3,7,1
 62.6,4,10,2
 59.7,1,3,0
 59.0,1,4,0
 60.9,6,2,2
 58.0,0,3,0
 61.1,4,9,2
 59.1,0,2,0
 59.2,0,2,0
 54.1,0,2,0
 58.8,1,4,0
 58.6,0,2,0
 67.2,5,6,2
 65.6,2,6,1
 64.5,5,9,2
 59.0,0,1,0
 57.2,1,5,0
 56.9,0,5,0
 63.7,5,6,2
 62.6,3,10,2
 60.3,0,2,1
 57.8,3,2,0
 57.4,0,3,0
 57.7,0,5,0
 60.7,0,3,1
 58.8,2,2,0
 61.5,5,6,2
 66.6,2,5,1
 61.9,3,1,2
 59.6,3,2,2
 55.8,1,4,0
 63.9,2,5,1
 56.9,0,2,0
 60.4,0,4,1
 62.4,3,7,1
 62.5,3,6,2
 63.4,6,5,2
 64.2,2,6,1
 63.4,5,2,2
 58.1,0,2,0
 63.9,3,3,1
 56.8,0,4,0
 62.0,5,1,2
 59.7,3,2,0
 60.6,4,1,2
 58.9,0,7,1
 63.1,3,1,2
 64.6,5,10,2
 61.3,5,9,2
 57.7,2,4,0
 59.9,1,3,0
 57.8,0,2,0
 58.1,0,4,0
 59.6,0,7,1
 59.5,1,1,1
 64.3,1,6,1
 56.8,4,2,2
 57.8,0,1,0
 63.6,1,6,1
 57.1,2,5,0
 65.6,2,3,1
 61.6,2,9,2
 64.5,4,5,1
 62.0,2,3,1
 65.4,4,10,2
 59.4,3,9,2
 61.3,3,2,1
 62.7,4,10,2
 64.1,3,2,1
 62.8,1,4,1
 58.5,1,1,0
 59.6,0,1,0
 59.6,5,6,2
 62.3,1,2,1
 63.6,6,1,2
 62.1,5,1,2
 61.2,5,10,2
 63.7,2,4,1
 64.8,4,5,2
 59.4,5,5,2
 57.4,1,4,1
 60.7,6,2,2
 63.5,3,1,2
 62.8,0,6,1
 58.9,2,2,0
 65.2,4,6,2
 61.0,1,5,1
 57.1,5,9,2
 56.4,1,3,0
 58.3,1,2,0
 58.9,2,3,0
 57.5,0,3,0
 60.0,0,3,0
 58.3,0,2,0
 60.2,3,8,1
 66.4,4,2,2
 63.0,3,7,1
 66.2,5,10,2
 59.5,1,6,1
 56.9,0,3,0
 60.6,5,5,2
 60.3,0,4,0
 60.0,4,5,2
 61.3,4,2,1
 62.5,3,8,1
 61.3,3,1,2
 61.5,4,6,2
 64.2,6,1,2
 61.1,2,3,1
 63.7,2,6,1
 67.7,4,6,2
 59.8,3,7,1
 59.7,4,4,1
 59.5,1,3,1
