SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 61.8,2,3,1
 56.5,2,4,0
 61.6,3,3,1
 58.5,0,4,0
 63.1,3,2,1
 65.2,4,6,2
 60.2,2,2,0
 62.1,1,8,1
 58.6,1,2,0
 61.8,1,6,1
 57.5,0,5,0
 63.2,5,2,2
 58.7,1,3,0
 57.2,0,3,0
 61.9,3,6,2
 67.0,3,9,2
 60.8,2,2,1
 65.5,3,6,2
 57.3,0,2,0
 66.0,5,2,2
 65.0,3,6,2
 63.2,1,5,1
 61.3,2,3,1
 63.7,0,3,1
 64.5,5,10,2
