SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 51.8,0,4,0
 52.5,2,2,0
 57.5,4,3,1
 65.7,6,6,2
 55.0,0,5,0
 62.9,4,5,2
 52.0,0,2,0
 67.0,4,9,2
 52.0,2,2,0
 69.5,5,6,2
 69.7,5,1,2
 65.8,6,9,2
 55.9,1,4,1
 52.6,1,2,0
 53.9,0,1,0
 66.8,4,2,2
 53.3,0,3,0
 56.2,1,6,1
 61.6,0,5,1
 54.3,1,3,0
 56.7,3,7,1
 62.6,5,1,2
 67.1,5,6,2
 57.9,1,2,1
 66.3,4,1,2
 54.1,1,4,0
 54.2,3,2,0
 64.9,4,5,2
 57.2,0,3,1
 64.9,5,6,2
 59.1,0,3,1
 54.8,0,2,0
 55.0,1,5,0
 54.1,0,3,0
 58.5,2,4,1
 68.3,4,9,2
 55.4,1,4,0
 64.8,5,6,2
 69.6,5,5,2
 57.4,4,8,1
 68.5,2,5,2
 56.8,2,6,1
 53.7,1,2,0
 54.5,4,6,1
 65.7,4,1,2
 59.4,0,8,1
 63.4,6,9,2
 56.6,4,8,1
 59.6,0,5,1
 54.9,2,2,1
 58.5,2,6,1
 56.1,4,2,1
 57.2,2,1,1
 58.1,3,2,1
 65.2,6,6,2
 68.8,4,10,2
 52.9,1,4,1
 68.1,4,6,2
 62.5,4,10,2
 67.8,5,10,2
 56.2,0,4,0
 54.6,0,3,0
 66.9,5,6,2
 57.8,0,7,1
 61.1,2,4,1
 64.1,5,1,2
 66.1,5,2,2
 65.0,4,6,2
 72.0,3,2,2
 70.0,3,2,2
 53.5,0,1,0
 54.5,0,4,1
 69.6,5,10,2
 54.0,0,1,0
 58.1,2,2,1
 57.0,2,5,1
 69.7,5,9,2
 54.9,0,4,0
 65.5,4,6,2
 57.0,3,2,1
 65.6,3,9,2
 70.7,3,1,2
 55.8,0,5,1
 55.7,3,3,1
 67.6,4,5,2
 55.1,3,6,1
 61.2,4,5,1
 56.2,1,2,0
 52.1,0,5,0
 52.4,1,5,0
 67.4,5,9,2
 53.4,3,2,0
 51.9,0,4,0
 53.5,0,3,0
 55.9,1,7,1
 61.7,2,3,1
 68.9,7,1,2
 70.1,7,1,2
 54.7,0,2,0
 54.1,1,2,0
 55.1,2,6,1
 59.4,1,6,1
 63.8,5,6,2
 64.7,3,9,2
 54.7,0,2,1
 69.1,4,10,2
 55.9,0,2,0
 52.5,0,2,0
 53.5,3,1,0
 71.2,6,9,2
 63.3,3,1,2
 56.1,1,7,1
 69.3,3,9,2
 58.3,2,6,1
 70.4,3,5,2
 60.8,3,2,1
 69.3,5,2,2
 58.6,0,4,0
 55.7,1,2,0
 52.0,0,2,0
 64.1,3,5,2
 57.2,3,3,1
 60.1,2,7,1
 65.0,3,9,2
 65.6,5,10,2
 54.9,1,2,0
 53.7,0,1,0
 54.6,1,7,1
 55.4,1,4,0
 68.0,6,9,2
 59.0,4,1,1
 67.6,2,1,2
 57.6,2,5,1
 53.2,0,3,0
 58.2,2,4,1
 64.4,5,5,2
 57.0,4,3,1
 52.8,0,5,0
 53.0,0,3,0
 54.9,0,1,0
 52.7,0,2,0
 52.4,2,1,0
 56.1,1,6,1
 58.5,3,7,1
 53.0,0,1,0
 52.7,0,1,0
 71.3,4,9,2
 55.9,3,7,1
 54.1,1,2,0
 58.7,0,5,1
 54.1,0,3,0
 54.7,0,3,0
 53.0,2,5,0
 54.3,0,1,0
 52.5,1,2,0
 62.3,4,1,1
 56.2,3,4,1
 54.5,0,5,0
 57.2,3,1,1
 55.1,2,5,1
 67.1,5,1,2
 58.7,4,4,1
 54.2,0,4,0
 53.4,0,2,0
 69.5,5,5,2
 70.7,7,9,2
 54.5,3,5,1
 53.0,1,3,0
 69.7,4,10,2
 53.4,0,4,0
 63.1,5,10,2
 67.8,3,5,2
 53.4,1,3,1
 67.8,4,2,2
 57.7,1,6,1
 72.7,3,5,2
 54.1,1,1,0
 57.2,2,3,1
 55.5,0,2,0
 52.6,0,3,0
 65.2,3,5,2
 63.1,2,6,2
 54.5,1,2,0
 70.0,6,2,2
 54.9,0,4,0
 53.1,0,3,0
 57.9,1,4,1
 63.5,3,5,2
 61.9,8,6,2
 57.5,4,4,1
 54.8,1,3,0
 70.1,4,9,2
 70.4,4,9,2
 70.4,3,1,2
 65.3,4,2,2
 65.4,4,10,2
 56.4,2,5,1
 62.1,5,10,2
 52.8,2,4,0
 52.3,0,3,0
 55.8,0,2,1
 57.6,2,7,1
 56.3,0,2,0
 63.9,5,1,2
 67.4,3,9,2
 52.5,0,3,0
 62.0,1,3,1
 54.0,1,1,0
 57.6,3,4,1
