SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 62.7,4,5,1
 60.5,1,5,1
 58.9,1,7,1
 64.6,2,2,1
 58.3,4,1,2
 57.1,0,2,0
 67.2,3,2,1
 63.5,4,5,2
 58.1,3,8,1
 55.9,0,1,0
 65.4,4,5,2
 63.1,3,1,1
 61.9,2,6,2
 63.9,1,1,1
 60.9,2,2,1
 68.8,4,5,2
 61.9,5,2,2
 59.9,3,2,2
 61.5,2,6,1
 57.5,0,5,0
 56.3,0,1,0
 64.6,2,2,1
 61.0,3,5,2
 57.8,4,4,1
 54.6,0,3,0
 60.9,0,4,0
 58.8,1,2,0
 60.4,2,6,2
 64.5,3,7,1
 62.0,0,2,1
 60.8,0,1,1
 65.6,3,10,2
 61.2,3,6,2
 60.6,2,1,1
 63.6,4,5,2
 63.6,3,6,2
 56.4,2,2,0
 58.2,1,5,0
 57.2,0,4,0
 63.7,1,4,1
 58.7,0,3,0
 62.0,3,5,2
 61.5,2,6,1
 64.1,4,7,1
 65.0,4,3,1
 63.6,2,6,1
 64.7,5,6,2
 66.4,4,10,2
 61.6,4,5,2
 60.4,5,2,2
 55.7,5,6,2
 58.8,4,4,1
 61.7,6,1,2
 60.5,3,7,1
 58.2,1,4,0
 54.6,0,3,0
 61.4,5,5,2
 60.0,1,7,1
 61.8,4,2,2
 60.2,4,10,2
 61.3,5,2,2
 63.2,5,6,2
 62.0,4,1,1
 67.5,4,2,2
 56.8,0,2,0
 59.4,3,3,0
 63.2,2,6,1
 65.4,2,7,1
 61.3,3,1,1
