SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 58.8,3,7,1
 57.3,4,2,2
 57.9,0,2,0
 64.6,6,1,2
 61.1,3,6,1
 58.1,1,4,0
 57.4,2,2,0
 60.4,6,5,2
 58.0,0,2,0
 56.6,2,1,0
 61.6,2,5,1
 64.0,3,6,1
 62.2,0,3,1
 59.1,0,4,0
 59.2,0,3,0
 61.4,1,3,1
 60.2,2,4,0
 63.6,6,6,2
 60.4,1,4,1
 57.8,0,1,0
 59.2,1,1,0
 65.3,5,6,2
 58.7,1,3,0
 62.3,2,4,1
 59.2,0,4,1
 59.9,4,7,1
 59.5,0,3,0
 61.0,0,5,1
 60.6,0,1,0
 55.5,1,3,0
 61.4,4,3,1
 61.1,1,7,1
 63.6,6,6,2
 64.6,4,1,2
 59.0,1,2,0
 64.5,5,1,2
 61.0,2,6,1
 63.2,4,2,2
 60.9,3,2,2
 60.0,1,5,0
 61.9,4,6,2
 60.6,3,6,2
 59.7,0,4,0
 55.7,0,2,0
 64.1,1,8,1
 64.2,4,10,2
 62.5,2,6,1
 63.6,4,2,1
 60.6,3,10,2
 59.1,5,2,2
 62.8,4,7,1
 56.5,0,3,0
 55.7,0,4,0
 65.7,4,1,2
 59.7,2,4,1
 60.0,1,4,1
 57.6,1,3,0
 62.4,2,8,1
 56.5,1,2,0
 59.9,0,5,0
 60.8,1,6,1
 62.1,1,2,0
 62.0,3,7,1
 61.8,2,10,2
 63.3,0,2,1
 67.1,4,2,2
 57.3,0,3,0
 62.9,4,6,2
 58.3,0,3,0
 61.2,2,3,1
 59.6,3,3,0
 58.6,0,4,0
 57.8,1,3,0
 64.7,4,9,2
 65.1,4,1,2
 56.2,0,2,0
 59.9,1,4,1
 57.8,1,5,0
 60.0,4,9,2
 55.9,1,2,0
 66.2,7,2,2
 59.3,0,3,0
 56.8,2,4,0
 55.7,0,5,0
 60.4,3,4,1
 59.8,0,4,0
 57.0,0,4,0
 58.6,2,8,1
 65.5,2,6,2
 58.2,0,5,0
 57.8,0,4,0
 56.9,0,3,0
 61.9,4,2,2
 57.8,0,2,0
 60.6,2,4,1
 60.7,1,5,0
 63.7,4,6,2
 61.9,2,8,1
 64.9,0,3,1
 64.6,2,9,2
 65.5,0,7,1
 58.9,0,6,1
 58.0,2,2,0
 58.2,0,1,0
 59.2,0,5,0
 59.2,2,8,1
 61.2,4,2,1
 57.9,0,2,0
 60.6,1,7,1
 63.5,5,10,2
 59.3,0,5,0
 60.9,1,2,1
 63.1,2,1,1
 61.3,5,2,2
 61.0,3,4,1
 63.9,6,1,2
 65.3,4,9,2
 57.0,0,1,0
 59.0,1,5,0
 58.5,2,3,0
 60.5,2,7,1
 62.8,1,5,1
 63.1,2,5,1
 61.8,2,5,1
 62.5,4,5,2
 64.2,5,6,2
 62.4,4,1,2
 59.4,0,3,0
 65.3,5,1,2
 64.6,5,9,2
 60.1,1,3,0
 59.9,0,4,0
 58.1,1,1,0
 66.8,5,1,2
 57.2,0,2,0
 61.3,2,1,2
 60.6,1,4,1
 64.4,4,2,2
 62.1,0,7,1
 60.7,1,3,0
 62.8,5,1,2
 56.5,2,2,0
 59.9,0,3,1
 65.3,4,10,2
 65.5,0,8,1
 64.0,4,10,2
 61.1,2,8,1
 60.2,0,2,0
 66.9,3,5,1
 64.3,1,6,1
 59.0,1,2,0
 66.2,3,6,2
 57.4,0,3,0
 61.7,5,1,2
 60.1,4,6,1
 60.5,3,6,2
 62.8,2,2,1
 63.5,0,7,1
 57.5,0,3,0
 58.1,2,2,0
 62.3,4,7,1
 62.6,4,5,2
 62.6,0,5,1
 58.3,1,2,0
 64.6,0,7,1
 62.0,3,5,1
 61.5,3,5,1
 62.1,5,1,2
 57.6,0,3,0
 58.6,2,8,1
 61.6,0,6,1
 64.2,2,2,1
 60.3,3,9,2
 61.3,2,3,0
 57.4,0,3,0
 63.4,1,7,1
 57.3,0,3,0
 61.2,2,7,1
 60.4,0,3,1
 60.6,4,5,1
 60.9,5,2,2
 63.5,2,5,1
 62.2,1,3,1
 59.7,1,7,1
 64.1,3,9,2
 61.4,2,5,1
