SPEED,LANE_CHANGES,BRIGHTNESS,INTENT
 57.8,1,4,0
 63.4,0,4,1
 64.0,0,7,1
 62.3,4,2,2
 66.5,5,5,2
 61.6,6,2,2
 58.2,0,3,1
 61.5,0,2,0
 63.4,5,2,2
 58.3,1,3,0
 59.6,3,2,1
 61.9,4,2,2
 60.4,0,3,1
 65.0,2,6,2
 60.0,4,5,2
 59.3,4,6,1
 60.2,2,2,1
 59.8,0,4,0
 63.7,4,5,2
 62.1,7,1,2
 59.2,0,4,0
 60.2,0,3,1
 65.5,2,2,2
 57.2,3,3,0
 58.7,0,3,0
 57.4,5,6,2
 64.3,3,6,2
 59.4,0,2,0
 63.5,4,1,2
 57.0,0,2,0
 61.4,4,5,1
 58.9,1,3,0
 57.2,1,2,0
 62.2,4,6,1
 62.4,3,6,1
 57.6,0,4,0
 58.2,0,1,0
 62.0,2,7,1
 58.1,0,4,0
 59.0,0,2,0
 61.6,2,2,1
 69.0,4,2,2
 58.1,0,2,0
 58.2,0,5,0
 63.8,1,5,1
 58.5,4,7,1
 61.7,3,5,1
 55.7,1,2,0
 63.6,4,6,2
 61.4,3,6,2
 56.0,1,5,0
 57.7,3,2,0
 61.1,2,6,1
 63.1,4,6,1
 62.0,3,4,1
 63.1,5,5,2
 64.3,3,5,2
 59.6,2,3,1
 61.1,4,2,2
 63.0,4,6,2
 62.5,5,10,2
 62.2,4,6,1
 63.4,4,6,2
 58.8,0,3,0
 59.3,1,3,0
 64.5,3,1,2
 60.6,3,6,1
 63.1,2,1,2
 60.4,3,5,1
 58.5,0,4,0
 57.5,1,4,0
 58.6,4,4,1
 64.5,3,7,1
 63.1,0,8,1
 64.4,2,2,1
 66.0,4,5,2
 58.6,1,5,0
 63.3,6,5,2
 65.2,4,6,2
 57.4,2,2,2
 56.6,1,4,0
 61.3,0,7,1
 63.1,0,3,1
 61.0,1,3,0
 57.7,0,1,0
 64.9,4,9,2
 59.4,0,1,0
 58.6,0,5,0
 63.8,0,1,1
 58.6,2,1,1
 62.9,5,5,2
 60.5,3,2,1
 62.8,2,3,1
 55.5,0,5,0
 61.0,2,6,1
 60.3,0,3,0
 62.1,4,5,2
 57.3,1,4,0
 62.3,0,6,1
 61.2,4,3,1
 64.4,3,10,2
 67.7,3,5,2
 67.4,3,6,2
 62.3,0,1,1
 65.3,4,2,2
 58.1,0,5,0
 57.0,3,3,0
 61.4,2,1,1
 59.5,0,6,1
 60.0,6,1,2
 60.0,4,3,1
 59.6,5,1,2
 59.7,0,3,0
 62.4,4,2,2
 57.0,0,2,0
 61.4,2,7,1
 62.4,1,2,1
 57.0,4,9,2
 60.8,2,7,1
 58.7,3,2,2
 64.2,5,10,2
 60.8,0,4,0
 61.6,2,9,2
 59.1,4,2,2
 63.8,4,6,2
 65.4,4,2,2
 59.8,1,3,1
 59.9,1,3,1
 61.6,2,8,1
 59.0,4,1,2
 61.6,0,3,1
 58.8,0,4,0
 60.5,0,6,1
 62.5,0,2,1
 57.9,0,1,0
 65.0,3,2,2
 61.3,0,1,0
 57.5,0,2,0
 57.3,5,5,2
 62.9,3,3,1
 59.2,3,2,1
 56.3,1,2,0
 61.5,1,5,0
 61.6,4,7,1
 56.2,1,3,0
 63.2,3,10,2
 64.5,3,5,2
 62.6,4,9,2
 58.6,0,3,0
 65.4,4,1,2
 57.8,3,6,2
 56.3,0,3,0
 60.8,1,4,1
 61.0,2,6,1
 59.0,0,1,0
 62.1,4,6,1
 58.9,3,10,2
 59.6,5,10,2
 59.4,0,7,1
 64.0,6,2,2
 63.4,3,1,1
 56.3,3,1,0
 60.1,4,9,2
 56.4,0,5,0
 57.3,1,4,0
 63.3,4,6,2
 67.5,6,2,2
 61.9,3,9,2
 58.4,0,2,0
 61.3,1,3,1
 61.3,1,1,1
 61.9,3,7,1
 56.8,0,2,0
 65.4,4,2,2
 61.2,0,3,0
 65.5,6,10,2
 61.3,4,10,2
 61.6,5,10,2
 56.9,0,3,0
 63.8,3,5,1
 60.2,4,10,2
 62.5,3,10,2
 61.9,4,9,2
 62.7,4,2,2
 57.5,2,5,0
 57.1,0,2,0
 56.1,0,2,0
 63.0,4,2,2
 63.9,2,8,1
 58.2,1,1,0
 65.1,2,5,2
 63.6,1,7,1
 62.0,3,10,2
 60.8,1,2,1
 59.1,1,1,0
 57.9,0,1,0
 58.1,0,3,0
 56.0,0,4,0
 59.9,1,5,0
 63.8,4,2,2
 64.4,2,5,2
 64.7,4,6,1
 61.4,0,3,1
 62.9,4,2,2
